Tar,Item,Condition,Sentence,Target,Completion,Part,Cloze,Cloze_Balanced,Association_Noun,Association_Verb,Association_MainVerb
Artikel,91,A,"Schnell schreibt der Journalist, der die Recherche durchgeführt hat,",den Artikel,für die nächste Ausgabe.,0,0.5,0,6.4,1.5,6.1
Artikel,91,B,"Schnell schreibt der Journalist, der das Portemonnaie gefunden hat,",den Artikel,für die nächste Ausgabe.,0,0.25,0,2.5,5.4,6.1
Artikel,91,C,"Schnell lenkt der Journalist, der die Recherche durchgeführt hat,",den Artikel,für die nächste Ausgabe.,0,0,0,6.4,1.5,2.3
Artikel,91,D,"Schnell lenkt der Journalist, der das Portemonnaie gefunden hat,",den Artikel,für die nächste Ausgabe.,0,0,0,2.5,5.4,2.3
Reifen,92,A,"Heute Morgen flickte der Radler, der die Luftpumpe benutzt hatte,",den Reifen,an seinem Rad.,0,0.67,1,6.8,4.1,6.7
Reifen,92,B,"Heute Morgen flickte der Radler, der den Schrank abgeschlossen hatte,",den Reifen,an seinem Rad.,0,0.67,1,1.2,1.8,6.7
Reifen,92,C,"Heute Morgen trank der Radler, der die Luftpumpe benutzt hatte,",den Reifen,an seinem Rad.,0,0,1,6.8,4.1,1.1
Reifen,92,D,"Heute Morgen trank der Radler, der den Schrank abgeschlossen hatte,",den Reifen,an seinem Rad.,0,0,1,1.2,1.8,1.1
Briefkasten,93,A,"Umgehend entleert der Postbote, der das Postauto geparkt hat,",den Briefkasten,und fährt weiter.,2,0.58,1,6.2,1.3,6.3
Briefkasten,93,B,"Umgehend entleert der Postbote, der den Kugelschreiber verloren hat,",den Briefkasten,und fährt weiter.,2,0.58,1,2.5,2,6.3
Briefkasten,93,C,"Umgehend verdrückt der Postbote, der das Postauto geparkt hat,",den Briefkasten,und fährt weiter.,2,0,1,6.2,1.3,1.1
Briefkasten,93,D,"Umgehend verdrückt der Postbote, der den Kugelschreiber verloren hat,",den Briefkasten,und fährt weiter.,2,0,1,2.5,2,1.1
Drogen,94,A,"Hektisch kauft der Junkie, der den Dealer angerufen hat,",die Drogen,für die nächste Woche.,0,0.5,1,6.8,2.2,4.7
Drogen,94,B,"Hektisch kauft der Junkie, der die Kapuze aufgezogen hat,",die Drogen,für die nächste Woche.,0,0.5,1,2.1,2.2,4.7
Drogen,94,C,"Hektisch näht der Junkie, der den Dealer angerufen hat,",die Drogen,für die nächste Woche.,0,0,1,6.8,2.2,1.1
Drogen,94,D,"Hektisch näht der Junkie, der die Kapuze aufgezogen hat,",die Drogen,für die nächste Woche.,0,0.08,1,2.1,2.2,1.1
Tonne,95,A,"Zügig leerte der Müllmann, der den Müllwagen geparkt hatte,",die Tonne,und sprang auf den Müllwagen.,0,0.75,1,6.4,1.8,5.8
Tonne,95,B,"Zügig leerte der Müllmann, der den Hausbesitzer gegrüßt hatte,",die Tonne,und sprang auf den Müllwagen.,0,0.75,1,4.2,1.1,5.8
Tonne,95,C,"Zügig bastelte der Müllmann, der den Müllwagen geparkt hatte,",die Tonne,und sprang auf den Müllwagen.,0,0,1,6.4,1.8,1.8
Tonne,95,D,"Zügig bastelte der Müllmann, der den Hausbesitzer gegrüßt hatte,",die Tonne,und sprang auf den Müllwagen.,0,0,1,4.2,1.1,1.8
Peitsche,96,A,"Hektisch knallte der Reiter, der das Pferd ritt,",die Peitsche,und gab die Sporen.,2,0.58,1,6,5.6,5.8
Peitsche,96,B,"Hektisch knallte der Reiter, der die Landschaft durchquerte,",die Peitsche,und gab die Sporen.,2,0.5,1,1.2,1.2,5.8
Peitsche,96,C,"Hektisch verfasste der Reiter, der das Pferd ritt,",die Peitsche,und gab die Sporen.,2,0,1,6,5.6,1.1
Peitsche,96,D,"Hektisch verfasste der Reiter, der die Landschaft durchquerte,",die Peitsche,und gab die Sporen.,2,0,1,1.2,1.2,1.1
Waffe,97,A,"Nach kurzem Überlegen zückte der Gangster, der die Bank überfiel,",die Waffe,und verlangte das Geld.,0,0.58,1,3.9,6.5,6.1
Waffe,97,B,"Nach kurzem Überlegen zückte der Gangster, der den Bus betrat,",die Waffe,und verlangte das Geld.,0,0.58,1,1.3,1.1,6.1
Waffe,97,C,"Nach kurzem Überlegen gründete der Gangster, der die Bank überfiel,",die Waffe,und verlangte das Geld.,0,0,1,3.9,6.5,1.4
Waffe,97,D,"Nach kurzem Überlegen gründete der Gangster, der den Bus betrat,",die Waffe,und verlangte das Geld.,0,0,1,1.3,1.1,1.4
Schiff,98,A,"Zufrieden kaperte der Pirat, der die Flagge hisste,",das Schiff,und übernahm das Kommando.,0,0.92,1,6.2,5.1,6.8
Schiff,98,B,"Zufrieden kaperte der Pirat, der die Fehde austrug,",das Schiff,und übernahm das Kommando.,0,0.92,1,2.3,1.4,6.8
Schiff,98,C,"Zufrieden verrührte der Pirat, der die Flagge hisste,",das Schiff,und übernahm das Kommando.,0,0,1,6.2,5.1,1.1
Schiff,98,D,"Zufrieden verrührte der Pirat, der die Fehde austrug,",das Schiff,und übernahm das Kommando.,0,0,1,2.3,1.4,1.1
Aktie,99,A,"Sofort kauft der Börsenmakler, der die Börse betreten hat,",die Aktie,und berichtet seinem Auftraggeber.,0,0.75,1,6.9,1.1,6.5
Aktie,99,B,"Sofort kauft der Börsenmakler, der den Whiskey eingeschenkt hat,",die Aktie,und berichtet seinem Auftraggeber.,0,0.83,1,1.4,1.6,6.5
Aktie,99,C,"Sofort knabbert der Börsenmakler, der die Börse betreten hat,",die Aktie,und berichtet seinem Auftraggeber.,0,0,1,6.9,1.1,1.4
Aktie,99,D,"Sofort knabbert der Börsenmakler, der den Whiskey eingeschenkt hat,",die Aktie,und berichtet seinem Auftraggeber.,0,0,1,1.4,1.6,1.4
Loch,100,A,"Gestern bohrte der Handwerker, der die Bohrmaschine hielt,",das Loch,in die Decke.,0,1,0,6.5,2,6.9
Loch,100,B,"Gestern bohrte der Handwerker, der das Kaugummi kaute,",das Loch,in die Decke.,0,0.75,0,1.4,1.7,6.9
Loch,100,C,"Gestern warf der Handwerker, der die Bohrmaschine hielt,",das Loch,in die Decke.,0,0,0,6.5,2,3.9
Loch,100,D,"Gestern warf der Handwerker, der das Kaugummi kaute,",das Loch,in die Decke.,0,0,0,1.4,1.7,3.9
Blutdruck,101,A,"Am Morgen misst der Arzthelfer, der das Messgerät hält,",den Blutdruck,und den Blutzucker.,3,0.58,1,6.8,1.6,6.7
Blutdruck,101,B,"Am Morgen misst der Arzthelfer, der den Bildschirm anstellt,",den Blutdruck,und den Blutzucker.,3,0.58,1,2.3,1.6,6.7
Blutdruck,101,C,"Am Morgen kauft der Arzthelfer, der das Messgerät hält,",den Blutdruck,und den Blutzucker.,3,0,1,6.8,1.6,1.4
Blutdruck,101,D,"Am Morgen kauft der Arzthelfer, der den Bildschirm anstellt,",den Blutdruck,und den Blutzucker.,3,0,1,2.3,1.6,1.4
Tuch,102,A,"Konzentriert schwang der Torero, der den Stier verwundet hatte,",das Tuch,und machte sich bereit.,0,0.67,0,6.3,3.5,2.7
Tuch,102,B,"Konzentriert schwang der Torero, der das Gebet aufgesagt hatte,",das Tuch,und machte sich bereit.,0,0.83,0,4.1,1.8,2.7
Tuch,102,C,"Konzentriert befüllte der Torero, der den Stier verwundet hatte,",das Tuch,und machte sich bereit.,0,0,0,6.3,3.5,2.6
Tuch,102,D,"Konzentriert befüllte der Torero, der das Gebet aufgesagt hatte,",das Tuch,und machte sich bereit.,0,0,0,4.1,1.8,2.6
Schwert,103,A,"Angespannt zückte der Ritter, nachdem er den Kampf begonnen hatte,",das Schwert,und griff den Gegner an.,0,0.92,1,6.2,1.5,5.9
Schwert,103,B,"Angespannt zückte der Ritter, nachdem er die Brücke überquert hatte,",das Schwert,und griff den Gegner an.,0,0.92,1,1.1,1,5.9
Schwert,103,C,"Angespannt kaute der Ritter, nachdem er den Kampf begonnen hatte,",das Schwert,und griff den Gegner an.,0,0,1,6.2,1.5,1.1
Schwert,103,D,"Angespannt kaute der Ritter, nachdem er die Brücke überquert hatte,",das Schwert,und griff den Gegner an.,0,0.08,1,1.1,1,1.1
Rettungswagen,104,A,"Wachsam steuert der Sanitäter, der das Blaulicht eingeschaltet hat,",den Rettungswagen,in Richtung des Krankenhauses.,0,0.75,0,6.8,2.6,4.7
Rettungswagen,104,B,"Wachsam steuert der Sanitäter, der den Notizblock weggelegt hat,",den Rettungswagen,in Richtung des Krankenhauses.,0,0.58,0,1.3,1.2,4.7
Rettungswagen,104,C,"Wachsam kopiert der Sanitäter, der das Blaulicht eingeschaltet hat,",den Rettungswagen,in Richtung des Krankenhauses.,0,0,0,6.8,2.6,1
Rettungswagen,104,D,"Wachsam kopiert der Sanitäter, der den Notizblock weggelegt hat,",den Rettungswagen,in Richtung des Krankenhauses.,0,0,0,1.3,1.2,1
Aussage,105,A,"Ohne zu zögern verweigerte der Zeuge, der den Angeklagten wiedererkannte,",die Aussage,und wendete sich an seinen Anwalt.,0,1,0,6.4,3.5,6.3
Aussage,105,B,"Ohne zu zögern verweigerte der Zeuge, der den Gehstock umklammerte,",die Aussage,und wendete sich an seinen Anwalt.,0,0.83,0,1.1,1.6,6.3
Aussage,105,C,"Ohne zu zögern bestellte der Zeuge, der den Angeklagten wiedererkannte,",die Aussage,und wendete sich an seinen Anwalt.,0,0,0,6.4,3.5,2.6
Aussage,105,D,"Ohne zu zögern bestellte der Zeuge, der den Gehstock umklammerte,",die Aussage,und wendete sich an seinen Anwalt.,0,0,0,1.1,1.6,2.6
Schlittschuhe,106,A,"Sogleich schnürt der Eiskunstläufer, der die Eishalle erreicht hat,",die Schlittschuhe,und begibt sich auf die Eisfläche.,2,1,0,6.7,2,6.1
Schlittschuhe,106,B,"Sogleich schnürt der Eiskunstläufer, der das Bonbon gelutscht hat,",die Schlittschuhe,und begibt sich auf die Eisfläche.,2,0.75,0,1.5,1.1,6.1
Schlittschuhe,106,C,"Sogleich zerbricht der Eiskunstläufer, der die Eishalle erreicht hat,",die Schlittschuhe,und begibt sich auf die Eisfläche.,2,0,0,6.7,2,1.6
Schlittschuhe,106,D,"Sogleich zerbricht der Eiskunstläufer, der das Bonbon gelutscht hat,",die Schlittschuhe,und begibt sich auf die Eisfläche.,2,0.08,0,1.5,1.1,1.6
Lasso,107,A,"Gut gelaunt schwingt der Cowboy, nachdem er das Pferd gesattelt hatte,",das Lasso,und fängt das Tier ein.,0,0.33,0,5.4,4.5,6.5
Lasso,107,B,"Gut gelaunt schwingt der Cowboy, nachdem er den Kameraden gerufen hat,",das Lasso,und fängt das Tier ein.,0,0.75,0,1.3,1.6,6.5
Lasso,107,C,"Gut gelaunt zerhackt der Cowboy, nachdem er das Pferd gesattelt hatte,",das Lasso,und fängt das Tier ein.,0,0,0,5.4,4.5,1.1
Lasso,107,D,"Gut gelaunt zerhackt der Cowboy, nachdem er den Kameraden gerufen hat,",das Lasso,und fängt das Tier ein.,0,0,0,1.3,1.6,1.1
Drehbuch,108,A,"Entspannt schrieb der Regisseur, der den Plot konstruiert hatte,",das Drehbuch,für die Serie.,2,0.33,0,6.6,4.4,6
Drehbuch,108,B,"Entspannt schrieb der Regisseur, der den Kamin angemacht hatte,",das Drehbuch,für die Serie.,2,0.75,0,1.1,1.3,6
Drehbuch,108,C,"Entspannt verzehrte der Regisseur, der den Plot konstruiert hatte,",das Drehbuch,für die Serie.,2,0,0,6.6,4.4,1.1
Drehbuch,108,D,"Entspannt verzehrte der Regisseur, der den Kamin angemacht hatte,",das Drehbuch,für die Serie.,2,0,0,1.1,1.3,1.1
Stern,109,A,"Sofort entdeckt der Astronom, der das Teleskop aufgestellt hat,",den Stern,am Firmament.,0,0.58,1,5.7,2.4,4.9
Stern,109,B,"Sofort entdeckt der Astronom, der die Uhrzeit notiert hat,",den Stern,am Firmament.,0,0.58,1,3,1.9,4.9
Stern,109,C,"Sofort serviert der Astronom, der das Teleskop aufgestellt hat,",den Stern,am Firmament.,0,0,1,5.7,2.4,1.4
Stern,109,D,"Sofort serviert der Astronom, der die Uhrzeit notiert hat,",den Stern,am Firmament.,0,0,1,3,1.9,1.4
Anker,110,A,"Gestern lichtete der Seemann, der das Boot kommandierte,",den Anker,und verließ den Hafen.,0,0.5,1,6.4,2,6.9
Anker,110,B,"Gestern lichtete der Seemann, der den Atem anhielt,",den Anker,und verließ den Hafen.,0,0.58,1,1,4.1,6.9
Anker,110,C,"Gestern kochte der Seemann, der das Boot kommandierte,",den Anker,und verließ den Hafen.,0,0,1,6.4,2,1
Anker,110,D,"Gestern kochte der Seemann, der den Atem anhielt,",den Anker,und verließ den Hafen.,0,0,1,1,4.1,1
Seil,111,A,"Am Vormittag knotete der Bergsteiger, nachdem er den Haken festgebohrt hatte,",das Seil,um den Aufstieg abzusichern.,2,0.58,0,4.6,1.6,6.1
Seil,111,B,"Am Vormittag knotete der Bergsteiger, nachdem er die Krähe verscheucht hatte,",das Seil,um den Aufstieg abzusichern.,2,0.75,0,1.4,1.6,6.1
Seil,111,C,"Am Vormittag roch der Bergsteiger, nachdem er den Haken festgebohrt hatte,",das Seil,um den Aufstieg abzusichern.,2,0,0,4.6,1.6,1.2
Seil,111,D,"Am Vormittag roch der Bergsteiger, nachdem er die Krähe verscheucht hatte,",das Seil,um den Aufstieg abzusichern.,2,0,0,1.4,1.6,1.2
Rouletterad,112,A,"Entspannt dreht der Croupier, der den Spieltisch vorbereitet hat,",das Rouletterad,und verrät die nächste Zahl.,0,0.67,0,6.3,2.1,6.1
Rouletterad,112,B,"Entspannt dreht der Croupier, der die Frau beeindruckt hat,",das Rouletterad,und verrät die nächste Zahl.,0,0.33,0,2,1.3,6.1
Rouletterad,112,C,"Entspannt schlürft der Croupier, der den Spieltisch vorbereitet hat,",das Rouletterad,und verrät die nächste Zahl.,0,0,0,6.3,2.1,1.1
Rouletterad,112,D,"Entspannt schlürft der Croupier, der die Frau beeindruckt hat,",das Rouletterad,und verrät die nächste Zahl.,0,0,0,2,1.3,1.1
Nägel,113,A,"Neulich feilte die Kosmetikerin, während sie die Maniküre durchführte,",die Nägel,und lackierte sie.,0,0.75,0,6.9,1.7,6.8
Nägel,113,B,"Neulich feilte die Kosmetikerin, während sie das Gespräch belauschte,",die Nägel,und lackierte sie.,0,1,0,1.3,1,6.8
Nägel,113,C,"Neulich baute die Kosmetikerin, während sie die Maniküre durchführte,",die Nägel,und lackierte sie.,0,0.08,0,6.9,1.7,5.5
Nägel,113,D,"Neulich baute die Kosmetikerin, während sie das Gespräch belauschte,",die Nägel,und lackierte sie.,0,0,0,1.3,1,5.5
Zukunft,114,A,"Sogleich prophezeite der Wahrsager, der die Kristallkugel befragt hatte,",die Zukunft,der Familie.,0,0.58,1,6.7,3.9,6.8
Zukunft,114,B,"Sogleich prophezeite der Wahrsager, der die Kerze angezündet hatte,",die Zukunft,der Familie.,0,0.58,1,1.4,1.1,6.8
Zukunft,114,C,"Sogleich würzte der Wahrsager, der die Kristallkugel befragt hatte,",die Zukunft,der Familie.,0,0,1,6.7,3.9,1.5
Zukunft,114,D,"Sogleich würzte der Wahrsager, der die Kerze angezündet hatte,",die Zukunft,der Familie.,0,0,1,1.4,1.1,1.5
Ausgrabung,115,A,"Heute beginnt der Archäologe, der die Schaufel hervorgeholt hat,",die Ausgrabung,in der Ruine.,0,0.92,0,6.6,5.3,3
Ausgrabung,115,B,"Heute beginnt der Archäologe, der das Taxi genommen hat,",die Ausgrabung,in der Ruine.,0,0.5,0,1.3,2.5,3
Ausgrabung,115,C,"Heute raspelt der Archäologe, der die Schaufel hervorgeholt hat,",die Ausgrabung,in der Ruine.,0,0,0,6.6,5.3,1.5
Ausgrabung,115,D,"Heute raspelt der Archäologe, der das Taxi genommen hat,",die Ausgrabung,in der Ruine.,0,0,0,1.3,2.5,1.5
Strauß,116,A,"Zügig bindet der Florist, der die Rosen gezüchtet hat,",den Strauß,für die Hochzeit.,0,0.92,1,6.8,3.9,6.5
Strauß,116,B,"Zügig bindet der Florist, der die Fenster geschlossen hat,",den Strauß,für die Hochzeit.,0,0.92,1,2.6,1.6,6.5
Strauß,116,C,"Zügig ölt der Florist, der die Rosen gezüchtet hat,",den Strauß,für die Hochzeit.,0,0,1,6.8,3.9,1
Strauß,116,D,"Zügig ölt der Florist, der die Fenster geschlossen hat,",den Strauß,für die Hochzeit.,0,0,1,2.6,1.6,1
Rolle,117,A,"Umgehend spielt der Schauspieler, der das Skript auswendig gelernt hat,",die Rolle,für das Theaterstück.,0,0.75,1,6.1,3.8,5.8
Rolle,117,B,"Umgehend spielt der Schauspieler, der die Torte gebacken hat,",die Rolle,für das Theaterstück.,0,0.67,1,2.3,4.6,5.8
Rolle,117,C,"Umgehend schnibbelt der Schauspieler, der das Skript auswendig gelernt hat,",die Rolle,für das Theaterstück.,0,0,1,6.1,3.8,2.5
Rolle,117,D,"Umgehend schnibbelt der Schauspieler, der die Torte gebacken hat,",die Rolle,für das Theaterstück.,0,0,1,2.3,4.6,2.5
Sendung,118,A,"Am Abend moderiert der Moderator, der die Zuschauer unterhält,",die Sendung,für den Fernsehkanal.,0,0.42,0,6.4,6.3,6.7
Sendung,118,B,"Am Abend moderiert der Moderator, der die Weltmeere bereist,",die Sendung,für den Fernsehkanal.,0,0.17,0,2,1.5,6.7
Sendung,118,C,"Am Abend wiegt der Moderator, der die Zuschauer unterhält,",die Sendung,für den Fernsehkanal.,0,0,0,6.4,6.3,3.7
Sendung,118,D,"Am Abend wiegt der Moderator, der die Weltmeere bereist,",die Sendung,für den Fernsehkanal.,0,0,0,2,1.5,3.7
Stück,119,A,"Ohne zu zögern komponierte der Musiker, der die Noten aufschrieb,",das Stück,für seine nächste Sonate.,0,0.25,0,4.8,4.1,6.9
Stück,119,B,"Ohne zu zögern komponierte der Musiker, der die Fragen beantwortete,",das Stück,für seine nächste Sonate.,0,0.42,0,1.7,2.1,6.9
Stück,119,C,"Ohne zu zögern grillte der Musiker, der die Noten aufschrieb,",das Stück,für seine nächste Sonate.,0,0,0,4.8,4.1,4.2
Stück,119,D,"Ohne zu zögern grillte der Musiker, der die Fragen beantwortete,",das Stück,für seine nächste Sonate.,0,0.08,0,1.7,2.1,4.2
Bild,120,A,"Fröhlich malte der Künstler, der die Leinwand aufgespannt hatte,",das Bild,in seinem Atelier.,2,0.58,1,6.6,2.3,7
Bild,120,B,"Fröhlich malte der Künstler, der den Nachtisch zubereitet hatte,",das Bild,in seinem Atelier.,2,0.58,1,1.5,1.7,7
Bild,120,C,"Fröhlich bewohnte der Künstler, der die Leinwand aufgespannt hatte,",das Bild,in seinem Atelier.,2,0,1,6.6,2.3,2.2
Bild,120,D,"Fröhlich bewohnte der Künstler, der den Nachtisch zubereitet hatte,",das Bild,in seinem Atelier.,2,0,1,1.5,1.7,2.2
